code,name,geom
00,Zentrum,"{""type"":""MultiPolygon"",""coordinates"":[[[[12.379275261,51.344360566],[12.379117567,51.344399728],[12.378953534,51.344435854],[12.378857497,51.344450817],[12.378782214,51.344458791],[12.378448106,51.344477671],[12.378154283,51.344473138],[12.377363561,51.344412231],[12.376897666,51.344373047],[12.37547723,51.34426729],[12.375017552,51.344252135],[12.374838413,51.344249204],[12.374552049,51.344244459],[12.373721116,51.344251611],[12.373330622,51.344255014],[12.372135678,51.34425469],[12.371941724,51.34425419],[12.371090261,51.344251993],[12.370924404,51.344045607],[12.370780929,51.343873576],[12.370566878,51.343617187],[12.370395292,51.343411808],[12.369951317,51.342886223],[12.369784476,51.342680824],[12.36926222,51.342015241],[12.369302605,51.341939354],[12.369323764,51.341856962],[12.369350119,51.34177931],[12.369389351,51.341714559],[12.369408083,51.341690796],[12.36943964,51.341650763],[12.369490041,51.341600808],[12.369562654,51.341546918],[12.369728465,51.341446983],[12.369857009,51.341370534],[12.370069817,51.341244024],[12.370633972,51.340908051],[12.37067825,51.340882114],[12.370806054,51.340785264],[12.371097603,51.340528708],[12.37115752,51.340466858],[12.37119675,51.340419993],[12.371228213,51.340371176],[12.371251633,51.340321395],[12.371262314,51.340275611],[12.371268266,51.340230829],[12.371264577,51.340165225],[12.371245977,51.340030009],[12.371224458,51.339906756],[12.371196606,51.339727884],[12.371159064,51.339486396],[12.371051884,51.338832379],[12.371043884,51.338783686],[12.370964793,51.338280714],[12.370962951,51.338268998],[12.370957746,51.338210949],[12.370954112,51.338169614],[12.370954919,51.338074155],[12.370969912,51.337834117],[12.370977667,51.337710502],[12.370996749,51.337408521],[12.371011775,51.337173068],[12.371036087,51.336808421],[12.371039335,51.336624598],[12.371036601,51.336481961],[12.371031294,51.33641115],[12.371025808,51.336353821],[12.370998329,51.336061156],[12.370955645,51.335591647],[12.370932669,51.335376538],[12.370933919,51.335183347],[12.371181704,51.335226628],[12.371856136,51.3353343],[12.372232395,51.335389031],[12.374229035,51.335680516],[12.374480564,51.335716028],[12.37550772,51.335822912],[12.375632941,51.335836749],[12.375991306,51.335878063],[12.376609905,51.335949377],[12.37668041,51.335957512],[12.37683799,51.335975697],[12.377010613,51.335992937],[12.377163644,51.336000893],[12.378567384,51.336022999],[12.379018139,51.336031122],[12.379033211,51.336031702],[12.379132257,51.336035875],[12.379234935,51.336045429],[12.379327301,51.336057354],[12.379460232,51.336081282],[12.379561601,51.336105851],[12.379641292,51.336129591],[12.379790832,51.336183575],[12.379926364,51.336244167],[12.380091978,51.336333334],[12.380227704,51.336417385],[12.380309838,51.336475811],[12.380446463,51.336581969],[12.380507605,51.336635341],[12.380583095,51.336706014],[12.380656491,51.336783704],[12.380730574,51.336874965],[12.380776968,51.33693216],[12.380992468,51.337239489],[12.380997136,51.337246378],[12.381074405,51.337360385],[12.381104806,51.33741001],[12.38120591,51.337575049],[12.381408784,51.337898868],[12.381625309,51.338241876],[12.381933474,51.338725794],[12.382051259,51.338976857],[12.3821341,51.339129891],[12.382243282,51.339350742],[12.382332831,51.339574623],[12.382374455,51.339695652],[12.382397398,51.339762362],[12.382405374,51.339789751],[12.382406192,51.339792511],[12.38243801,51.339899842],[12.382497857,51.340123814],[12.382520465,51.340222325],[12.382531836,51.340271878],[12.382579915,51.34048137],[12.382581713,51.340492453],[12.382591167,51.340550729],[12.382660554,51.340978429],[12.382708821,51.341431379],[12.382731128,51.341748328],[12.382731756,51.341764209],[12.382742223,51.342028911],[12.38274909,51.34211239],[12.38277588,51.342227534],[12.382828978,51.342364974],[12.383160092,51.342936363],[12.383152368,51.342991128],[12.383138163,51.343026049],[12.383119093,51.343062515],[12.383073572,51.343111111],[12.38302862,51.343143603],[12.383006239,51.34315978],[12.382926632,51.343199499],[12.382835025,51.343228562],[12.382550187,51.343302211],[12.382200123,51.34338515],[12.382084199,51.343406742],[12.381946409,51.343422383],[12.381748213,51.343439658],[12.381607981,51.343455216],[12.381478876,51.343479725],[12.38146785,51.343482817],[12.381348449,51.34351808],[12.381206944,51.343570315],[12.380636018,51.343811083],[12.379713389,51.344199149],[12.379464768,51.34429811],[12.379387205,51.344325418],[12.379275261,51.344360566]]]]}"
01,Zentrum-Ost,"{""type"":""MultiPolygon"",""coordinates"":[[[[12.388075079,51.338166629],[12.388425567,51.338224249],[12.389117518,51.338339782],[12.390069146,51.338497766],[12.39054337,51.33857555],[12.3908851,51.338631574],[12.391040013,51.338656943],[12.39201404,51.33881619],[12.392038901,51.338820241],[12.392235059,51.338852479],[12.393103039,51.3389949],[12.393289262,51.339022946],[12.393440372,51.339039694],[12.393583988,51.339052603],[12.393753111,51.339061292],[12.39388402,51.339065076],[12.394002872,51.33906845],[12.395048324,51.339103841],[12.395152655,51.339108971],[12.395195456,51.339151482],[12.395257633,51.339211948],[12.395317206,51.339269883],[12.395349603,51.339327623],[12.39538001,51.339392416],[12.395403934,51.339470984],[12.395413667,51.339551218],[12.395406482,51.339621057],[12.395394498,51.339737537],[12.39538745,51.339806038],[12.395377374,51.33985371],[12.395348977,51.339988072],[12.395338916,51.340035677],[12.39532219,51.340157936],[12.395313265,51.340223172],[12.395310558,51.34031219],[12.395308234,51.340388667],[12.395308366,51.340465132],[12.395308558,51.340575984],[12.395308667,51.340617717],[12.395309069,51.340771188],[12.395309396,51.340896119],[12.395309686,51.341006616],[12.395309639,51.341023621],[12.395309475,51.341082119],[12.395309361,51.341133268],[12.395309132,51.341235481],[12.395308854,51.341360314],[12.39530626,51.341388589],[12.395299408,51.341463263],[12.395288152,51.341542038],[12.395279915,51.341599683],[12.395260399,51.34165289],[12.395098447,51.342094431],[12.395098434,51.342094477],[12.395089352,51.342119229],[12.395083745,51.342134798],[12.395040218,51.342219329],[12.395026439,51.342246088],[12.395011166,51.342331876],[12.394993221,51.342432662],[12.394975846,51.342530256],[12.394956079,51.342641274],[12.394955002,51.342647812],[12.39494217,51.342725721],[12.395553789,51.342886702],[12.395682433,51.342925995],[12.395881179,51.343006397],[12.395994412,51.343072527],[12.396042822,51.343111037],[12.396120424,51.34317277],[12.395798403,51.343276149],[12.395682776,51.343315011],[12.395556299,51.343360471],[12.395349173,51.34344027],[12.395112296,51.343532033],[12.395004875,51.343573648],[12.394872845,51.343624794],[12.394601816,51.34373393],[12.394548365,51.343760088],[12.394492974,51.343794341],[12.394444622,51.343829379],[12.394211119,51.344079957],[12.394066021,51.344230285],[12.393899261,51.344398752],[12.393728669,51.344572804],[12.393482239,51.344824233],[12.393385015,51.344917859],[12.393332148,51.34496244],[12.39326641,51.345012277],[12.393191192,51.345061338],[12.39268314,51.345365777],[12.392625649,51.345403358],[12.392625497,51.345403457],[12.392538702,51.345460192],[12.393951706,51.345978111],[12.394229805,51.346105438],[12.394305503,51.34614563],[12.394740365,51.346376872],[12.394796475,51.346398318],[12.396113579,51.346901732],[12.397408338,51.34739655],[12.397535052,51.347443667],[12.39896395,51.347968833],[12.399273535,51.34809039],[12.400288387,51.348480048],[12.400296313,51.348483091],[12.40078757,51.348671706],[12.401393638,51.348908092],[12.401403464,51.348911771],[12.401519213,51.348955119],[12.403146181,51.34909962],[12.404967335,51.349266776],[12.405075142,51.349276669],[12.405795495,51.349317577],[12.405996978,51.349329018],[12.405942685,51.349714451],[12.405889191,51.35009296],[12.398317142,51.350467405],[12.39431063,51.350712524],[12.39418133,51.350720432],[12.394191627,51.350801179],[12.394203633,51.350895318],[12.39420731,51.350924151],[12.39421827,51.351010094],[12.39420208,51.351113874],[12.39408748,51.351274794],[12.393889988,51.351294245],[12.393385443,51.351378818],[12.393341944,51.351386597],[12.393225637,51.3514074],[12.393130191,51.351424474],[12.392665273,51.35150763],[12.392458425,51.351544627],[12.392021145,51.351606316],[12.391960769,51.35161442],[12.391960256,51.351614489],[12.391884337,51.351624679],[12.391847369,51.35162964],[12.391699114,51.351649552],[12.391182296,51.351693438],[12.390855307,51.351711161],[12.390711936,51.351713696],[12.390380873,51.351719548],[12.390121756,51.351724128],[12.389580956,51.351783189],[12.389355213,51.351823131],[12.389177633,51.351871901],[12.38905525,51.351912936],[12.389020474,51.351927676],[12.388569846,51.352121186],[12.388299286,51.352233854],[12.388144218,51.35231047],[12.388015876,51.352403645],[12.387936703,51.352472875],[12.387861591,51.352573008],[12.387805426,51.35266832],[12.387771321,51.352831792],[12.387696588,51.352977108],[12.387561275,51.353222903],[12.385660644,51.352618819],[12.383917617,51.352064784],[12.383884389,51.351890218],[12.383877127,51.351839263],[12.383805062,51.351547017],[12.383781354,51.351492804],[12.38371972,51.35145202],[12.383486254,51.351341598],[12.38346681,51.351299326],[12.383479276,51.351262254],[12.383498701,51.351247624],[12.383553594,51.351206282],[12.38322315,51.351033439],[12.38248984,51.35064278],[12.381876349,51.350315273],[12.381743679,51.35025881],[12.381621742,51.350198356],[12.381487951,51.350127965],[12.381292598,51.350007528],[12.381135299,51.349906113],[12.381054562,51.349846154],[12.380928991,51.349745353],[12.380743877,51.349595758],[12.380340613,51.349258925],[12.380186344,51.349141679],[12.380068419,51.349062604],[12.379918672,51.348971138],[12.379738327,51.348876447],[12.379636434,51.348826442],[12.379515865,51.348774251],[12.379373346,51.34872348],[12.379128559,51.348646525],[12.378838973,51.348567376],[12.378618645,51.348514789],[12.378201715,51.348432097],[12.377780514,51.348368827],[12.377815861,51.34828692],[12.377979069,51.347836798],[12.378021164,51.347729521],[12.378066507,51.347613963],[12.378103163,51.347537521],[12.378554188,51.346596926],[12.37859777,51.346506032],[12.378609265,51.34646753],[12.378698936,51.34616714],[12.378791447,51.345766836],[12.378801914,51.345606234],[12.378811443,51.34546],[12.378808428,51.345298601],[12.378804234,51.345074063],[12.378808072,51.344722246],[12.378782214,51.344458791],[12.378857497,51.344450817],[12.378953534,51.344435854],[12.379117567,51.344399728],[12.379275261,51.344360566],[12.379387205,51.344325418],[12.379464768,51.34429811],[12.379713389,51.344199149],[12.380636018,51.343811083],[12.381206944,51.343570315],[12.381348449,51.34351808],[12.38146785,51.343482817],[12.381478876,51.343479725],[12.381607981,51.343455216],[12.381748213,51.343439658],[12.381946409,51.343422383],[12.382084199,51.343406742],[12.382200123,51.34338515],[12.382550187,51.343302211],[12.382835025,51.343228562],[12.382926632,51.343199499],[12.383006239,51.34315978],[12.38302862,51.343143603],[12.383073572,51.343111111],[12.383119093,51.343062515],[12.383138163,51.343026049],[12.383152368,51.342991128],[12.383160092,51.342936363],[12.382828978,51.342364974],[12.38277588,51.342227534],[12.38274909,51.34211239],[12.382742223,51.342028911],[12.382731756,51.341764209],[12.382731128,51.341748328],[12.382708821,51.341431379],[12.382660554,51.340978429],[12.382591167,51.340550729],[12.382581713,51.340492453],[12.382579915,51.34048137],[12.382531836,51.340271878],[12.382520465,51.340222325],[12.382497857,51.340123814],[12.38243801,51.339899842],[12.382406192,51.339792511],[12.382405374,51.339789751],[12.382397398,51.339762362],[12.382374455,51.339695652],[12.382332831,51.339574623],[12.382243282,51.339350742],[12.3821341,51.339129891],[12.382051259,51.338976857],[12.381933474,51.338725794],[12.382401027,51.338611531],[12.383185661,51.338454381],[12.383697505,51.33836709],[12.384205731,51.338301213],[12.384604128,51.33826899],[12.384913027,51.338252528],[12.387276239,51.338136288],[12.387329329,51.338137155],[12.387793631,51.338144732],[12.388075079,51.338166629]]]]}"
02,Zentrum-Südost,"{""type"":""MultiPolygon"",""coordinates"":[[[[12.394856269,51.338404939],[12.394921869,51.338757243],[12.39499624,51.338926367],[12.395152655,51.339108971],[12.395048324,51.339103841],[12.394002872,51.33906845],[12.39388402,51.339065076],[12.393753111,51.339061292],[12.393583988,51.339052603],[12.393440372,51.339039694],[12.393289262,51.339022946],[12.393103039,51.3389949],[12.392235059,51.338852479],[12.392038901,51.338820241],[12.39201404,51.33881619],[12.391040013,51.338656943],[12.3908851,51.338631574],[12.39054337,51.33857555],[12.390069146,51.338497766],[12.389117518,51.338339782],[12.388425567,51.338224249],[12.388075079,51.338166629],[12.387793631,51.338144732],[12.387329329,51.338137155],[12.387276239,51.338136288],[12.384913027,51.338252528],[12.384604128,51.33826899],[12.384205731,51.338301213],[12.383697505,51.33836709],[12.383185661,51.338454381],[12.382401027,51.338611531],[12.381933474,51.338725794],[12.381625309,51.338241876],[12.381408784,51.337898868],[12.38120591,51.337575049],[12.381104806,51.33741001],[12.381074405,51.337360385],[12.380997136,51.337246378],[12.380992468,51.337239489],[12.380776968,51.33693216],[12.380730574,51.336874965],[12.380656491,51.336783704],[12.380583095,51.336706014],[12.380507605,51.336635341],[12.380446463,51.336581969],[12.380309838,51.336475811],[12.380227704,51.336417385],[12.380091978,51.336333334],[12.379926364,51.336244167],[12.379790832,51.336183575],[12.379641292,51.336129591],[12.379561601,51.336105851],[12.379460232,51.336081282],[12.379327301,51.336057354],[12.379234935,51.336045429],[12.379132257,51.336035875],[12.379033211,51.336031702],[12.379018139,51.336031122],[12.378567384,51.336022999],[12.378568695,51.335930667],[12.378572107,51.335690398],[12.378445266,51.33504156],[12.378177425,51.334583032],[12.377804992,51.334011199],[12.377553798,51.333644118],[12.377525669,51.333599091],[12.377419111,51.333428518],[12.377375538,51.333358769],[12.377302576,51.333202146],[12.377255683,51.333004158],[12.378468063,51.332269207],[12.379105662,51.331860287],[12.37955181,51.331582449],[12.379635392,51.331530398],[12.38047862,51.331009471],[12.380792792,51.330817279],[12.380288805,51.330180274],[12.380266178,51.330131004],[12.380231735,51.330077905],[12.380205761,51.330025227],[12.380190166,51.329978448],[12.380171735,51.329918375],[12.380159391,51.329865744],[12.380153907,51.329809854],[12.380152481,51.329741726],[12.380153895,51.329739114],[12.380261528,51.329550366],[12.380278714,51.329520229],[12.380709103,51.328765474],[12.38072579,51.328736297],[12.380863105,51.32849523],[12.381375184,51.327531077],[12.381443523,51.327398635],[12.382050928,51.326221421],[12.382125202,51.326078529],[12.382352399,51.325641664],[12.382433908,51.325658264],[12.382436819,51.325658857],[12.383355759,51.325846006],[12.383643365,51.324999881],[12.383932578,51.324313122],[12.385711984,51.320843797],[12.385790019,51.320691633],[12.385795985,51.320680002],[12.385877747,51.320520577],[12.386835961,51.318652071],[12.387055126,51.318224756],[12.388865255,51.314828767],[12.389148757,51.314412968],[12.389169984,51.314381836],[12.389600165,51.31381233],[12.389948219,51.313503763],[12.390387032,51.313158849],[12.390768145,51.312910121],[12.391195519,51.312687753],[12.391623173,51.31249891],[12.391955572,51.312375373],[12.39236453,51.312249062],[12.392773813,51.312144411],[12.393221424,51.312061202],[12.393715306,51.312004349],[12.394221076,51.311978553],[12.394807365,51.31197657],[12.395013688,51.311986298],[12.395215378,51.312007727],[12.395463445,51.31205219],[12.395815411,51.312120479],[12.396402592,51.312256013],[12.39690132,51.312378541],[12.397298705,51.312507434],[12.397652637,51.312636474],[12.39807939,51.312810656],[12.398515887,51.312999903],[12.398952906,51.313231659],[12.399657681,51.313707703],[12.400051692,51.31400621],[12.400410528,51.314267083],[12.401683928,51.315256109],[12.401926423,51.315432766],[12.404253042,51.317127608],[12.406738483,51.319001602],[12.406529463,51.319178684],[12.406170122,51.319483112],[12.406011391,51.319619839],[12.405909178,51.319691922],[12.405861122,51.319724267],[12.405779345,51.319771471],[12.405700445,51.319819563],[12.405612958,51.319886112],[12.405524716,51.319964348],[12.405470202,51.320012625],[12.404872024,51.320596071],[12.404688716,51.320776924],[12.404506746,51.320963436],[12.404246544,51.321242079],[12.404122538,51.321369436],[12.404112625,51.321379617],[12.403975901,51.321524533],[12.403842245,51.321675822],[12.403810667,51.321722761],[12.403446903,51.321595575],[12.403293596,51.32174437],[12.402754764,51.32226733],[12.402714689,51.322310442],[12.401793073,51.323301883],[12.401408664,51.323964576],[12.40080454,51.323968269],[12.400602043,51.323969506],[12.400407225,51.323959752],[12.400281132,51.323953439],[12.399339741,51.323918013],[12.397784203,51.323868723],[12.397719671,51.324083637],[12.397669307,51.324168187],[12.397606917,51.32426389],[12.397535907,51.324350835],[12.397374534,51.324504305],[12.397187061,51.324635778],[12.39701949,51.324737709],[12.397052233,51.324755883],[12.397519812,51.325058736],[12.397402557,51.326147812],[12.397342095,51.326721119],[12.397304555,51.327069356],[12.397300242,51.327109364],[12.397265994,51.327427062],[12.397201705,51.328039665],[12.397146325,51.328554532],[12.397089721,51.329088027],[12.397077999,51.329198518],[12.396995215,51.329962639],[12.396994269,51.329971227],[12.396991624,51.32999528],[12.397084768,51.330048175],[12.396385811,51.330636331],[12.396286605,51.330632575],[12.396284959,51.330632512],[12.395992075,51.330621422],[12.395988161,51.330621274],[12.395813737,51.330614669],[12.395813309,51.330614654],[12.395416296,51.330599618],[12.395414166,51.330618951],[12.395393281,51.330809579],[12.395338721,51.331271501],[12.395283167,51.331601385],[12.395232711,51.331872017],[12.395223923,51.331919148],[12.395262187,51.332049759],[12.395108871,51.332152819],[12.395006023,51.332224685],[12.394937562,51.332272465],[12.394871922,51.332320765],[12.394472592,51.33261156],[12.393935957,51.332999322],[12.392533182,51.334020076],[12.392683596,51.334116043],[12.392998569,51.334503423],[12.39336083,51.335001106],[12.393486545,51.335186834],[12.393803353,51.335652178],[12.393993459,51.335933774],[12.39404224,51.336016572],[12.394086931,51.336124283],[12.394129662,51.336207258],[12.39427226,51.336567867],[12.394330346,51.336720683],[12.394342467,51.336807212],[12.394410223,51.336955739],[12.394417018,51.337048349],[12.394451801,51.337188361],[12.394856269,51.338404939]]]]}"
03,Zentrum-Süd,"{""type"":""MultiPolygon"",""coordinates"":[[[[12.377255683,51.333004158],[12.377302576,51.333202146],[12.377375538,51.333358769],[12.377419111,51.333428518],[12.377525669,51.333599091],[12.377553798,51.333644118],[12.377804992,51.334011199],[12.378177425,51.334583032],[12.378445266,51.33504156],[12.378572107,51.335690398],[12.378568695,51.335930667],[12.378567384,51.336022999],[12.377163644,51.336000893],[12.377010613,51.335992937],[12.37683799,51.335975697],[12.37668041,51.335957512],[12.376609905,51.335949377],[12.375991306,51.335878063],[12.375632941,51.335836749],[12.37550772,51.335822912],[12.374480564,51.335716028],[12.374229035,51.335680516],[12.372232395,51.335389031],[12.371856136,51.3353343],[12.371181704,51.335226628],[12.370933919,51.335183347],[12.370623009,51.335136099],[12.370531434,51.335121853],[12.370279275,51.335082623],[12.368837341,51.334868396],[12.368315248,51.334787436],[12.367959095,51.334732291],[12.367358802,51.334651216],[12.366691343,51.334550394],[12.366354312,51.334499765],[12.365603965,51.334386969],[12.365139248,51.334320466],[12.364755948,51.334260362],[12.364257912,51.334188392],[12.363956085,51.334142413],[12.363834732,51.334110792],[12.363593199,51.334032626],[12.3634012,51.333940282],[12.363164187,51.333817159],[12.363018214,51.333720717],[12.362860893,51.333586289],[12.362741911,51.333473764],[12.3626277,51.333347291],[12.362537521,51.333229642],[12.362416142,51.333013218],[12.362351347,51.332875536],[12.362297433,51.332716879],[12.362257609,51.332525189],[12.362240671,51.332442466],[12.362222226,51.332455619],[12.362203952,51.332465581],[12.362180084,51.33247926],[12.362153993,51.332491096],[12.362129628,51.332500193],[12.362105246,51.332507376],[12.362083032,51.33251264],[12.362056015,51.332517644],[12.362032037,51.332520726],[12.362007618,51.332522989],[12.361987553,51.332524144],[12.361968527,51.332524413],[12.361953092,51.332523624],[12.361930909,51.332522247],[12.361897624,51.332518624],[12.36186644,51.332512896],[12.361846626,51.332508415],[12.361811133,51.332499856],[12.361791447,51.332493103],[12.36177572,51.332485006],[12.36175257,51.332473086],[12.361713149,51.332448429],[12.361680399,51.332421351],[12.361657702,51.332392614],[12.361638468,51.332358036],[12.361630493,51.33231961],[12.361636324,51.332274573],[12.361655289,51.332236138],[12.361199043,51.332111315],[12.360684037,51.331976372],[12.360573318,51.33196395],[12.360496811,51.331978029],[12.360412099,51.332025209],[12.360310345,51.332076667],[12.360203437,51.332111152],[12.360091187,51.332123274],[12.359960218,51.332126824],[12.359856248,51.33211546],[12.358795664,51.331843593],[12.358657381,51.331792873],[12.358571925,51.331745137],[12.358518709,51.331691999],[12.358482641,51.331648425],[12.358453217,51.331591978],[12.358435811,51.331531269],[12.358420018,51.33147478],[12.358410886,51.331389508],[12.35650597,51.330896398],[12.355056504,51.33051808],[12.355032884,51.330511949],[12.354868604,51.330469305],[12.354700744,51.33042569],[12.354386607,51.330344067],[12.35412368,51.330275749],[12.353776426,51.330185519],[12.353767229,51.330183129],[12.353980719,51.329737374],[12.354516862,51.32863943],[12.354771411,51.328105288],[12.354792297,51.328061458],[12.354795553,51.328054626],[12.355101623,51.327412355],[12.355680404,51.326289286],[12.35574813,51.326159146],[12.355771296,51.326114633],[12.355792756,51.326118792],[12.355793768,51.326118989],[12.356116834,51.326181615],[12.356117521,51.326181748],[12.356394973,51.32623553],[12.356395049,51.326235545],[12.356704782,51.326295585],[12.357044004,51.326361338],[12.357200476,51.326397442],[12.357427308,51.326405648],[12.357603195,51.326440847],[12.35808151,51.326865271],[12.358370865,51.327213296],[12.358590679,51.327409503],[12.359013269,51.327673121],[12.359374712,51.327829459],[12.359631701,51.327914603],[12.3597033,51.32793782],[12.360162612,51.328023628],[12.360506902,51.328063616],[12.360949143,51.32806225],[12.361489225,51.32800414],[12.361906122,51.32790535],[12.362281888,51.327781044],[12.362607328,51.327632148],[12.362974978,51.327394055],[12.363254664,51.327184162],[12.363344937,51.327116414],[12.363942433,51.326831551],[12.364116215,51.326766725],[12.364222679,51.326749819],[12.364271275,51.326754016],[12.364329036,51.326759],[12.364502624,51.326792522],[12.364591576,51.326598842],[12.364719912,51.32650807],[12.364934555,51.326389355],[12.366884095,51.325537256],[12.366885959,51.325536442],[12.367072751,51.325454796],[12.367225751,51.325379392],[12.367227205,51.325378675],[12.367349929,51.325318192],[12.367350439,51.325317941],[12.367363122,51.32531169],[12.367640258,51.325289608],[12.368173739,51.325247215],[12.368355415,51.325236037],[12.368833517,51.325211519],[12.369502207,51.325249855],[12.369637786,51.325257951],[12.369638061,51.325257967],[12.369896768,51.325273415],[12.369979207,51.325368664],[12.369979693,51.325369225],[12.370062719,51.325465153],[12.370188897,51.325458889],[12.370189099,51.325458879],[12.373660026,51.325272742],[12.374852256,51.325226792],[12.37498476,51.325220164],[12.375796272,51.32517909],[12.376777553,51.325129487],[12.376777769,51.325129476],[12.376903334,51.325123128],[12.376912081,51.32512265],[12.377023227,51.325116994],[12.377023692,51.32511697],[12.378748433,51.325029187],[12.378749343,51.325029141],[12.378873363,51.325022828],[12.378993545,51.325016852],[12.378994662,51.325016796],[12.380392521,51.324947281],[12.380393638,51.324947225],[12.380521043,51.324940888],[12.380648931,51.324934051],[12.380649232,51.324934035],[12.382153348,51.324853621],[12.382315215,51.324844966],[12.382358868,51.32510872],[12.382352399,51.325641664],[12.382125202,51.326078529],[12.382050928,51.326221421],[12.381443523,51.327398635],[12.381375184,51.327531077],[12.380863105,51.32849523],[12.38072579,51.328736297],[12.380709103,51.328765474],[12.380278714,51.329520229],[12.380261528,51.329550366],[12.380153895,51.329739114],[12.380152481,51.329741726],[12.380153907,51.329809854],[12.380159391,51.329865744],[12.380171735,51.329918375],[12.380190166,51.329978448],[12.380205761,51.330025227],[12.380231735,51.330077905],[12.380266178,51.330131004],[12.380288805,51.330180274],[12.380792792,51.330817279],[12.38047862,51.331009471],[12.379635392,51.331530398],[12.37955181,51.331582449],[12.379105662,51.331860287],[12.378468063,51.332269207],[12.377255683,51.333004158]]]]}"
